Location,Location_Telangana,Location_Uttar_Pradesh,Location_Tamil_Nadu,Location_Maharashtra,Location_Karnataka,Location_Bihar,Location_West_Bengal,Location_Madhya_Pradesh,Location_Chandigarh,Location_Delhi,Location_Gujarat,Location_Kerala,Location_Jharkhand,Location_Rajasthan,Location_Haryana,Total_Land_Area_acres,Number_of_Cows,Farm_Size,Farm_Size_Medium,Farm_Size_Large,Farm_Size_Small,Date,Date_Ordinal,Date_Year,Date_Month,Date_Day,Date_Quarter1,Date_Quarter2,Date_Quarter3,Date_Quarter4,Date_January,Date_February,Date_March,Date_April,Date_May,Date_June,Date_July,Date_August,Date_September,Date_October,Date_November,Date_December,Date_Monday,Date_Tuesday,Date_Wednesday,Date_Thursday,Date_Friday,Date_Saturday,Date_Sunday,Product_ID,Product_Name,Product_Name_Ice_Cream,Product_Name_Milk,Product_Name_Yogurt,Product_Name_Cheese,Product_Name_Buttermilk,Product_Name_Curd,Product_Name_Paneer,Product_Name_Lassi,Product_Name_Ghee,Product_Name_Butter,Brand,Brand_Dodla_Dairy,Brand_Amul,Brand_Britannia_Industries,Brand_Mother_Dairy,Brand_Raj,Brand_Dynamix_Dairies,Brand_Sudha,Brand_Passion_Cheese,Brand_Warana,Brand_Palle2patnam,Brand_Parag_Milk_Foods,Quantity_liters_kg,Price_per_Unit,Total_Value,Shelf_Life_days,Storage_Condition,Storage_Condition_Frozen,Storage_Condition_Tetra_Pack,Storage_Condition_Refrigerated,Storage_Condition_Polythene_Packet,Storage_Condition_Ambient,Production_Date,Production_Date_Ordinal,Production_Date_Year,Production_Date_Month,Production_Date_Day,Production_Date_Quarter1,Production_Date_Quarter2,Production_Date_Quarter3,Production_Date_Quarter4,Production_Date_January,Production_Date_February,Production_Date_March,Production_Date_April,Production_Date_May,Production_Date_June,Production_Date_July,Production_Date_August,Production_Date_September,Production_Date_October,Production_Date_November,Production_Date_December,Production_Date_Monday,Production_Date_Tuesday,Production_Date_Wednesday,Production_Date_Thursday,Production_Date_Friday,Production_Date_Saturday,Production_Date_Sunday,Expiration_Date,Expiration_Date_Ordinal,Expiration_Date_Year,Expiration_Date_Month,Expiration_Date_Day,Expiration_Date_Quarter1,Expiration_Date_Quarter2,Expiration_Date_Quarter3,Expiration_Date_Quarter4,Expiration_Date_January,Expiration_Date_February,Expiration_Date_March,Expiration_Date_April,Expiration_Date_May,Expiration_Date_June,Expiration_Date_July,Expiration_Date_August,Expiration_Date_September,Expiration_Date_October,Expiration_Date_November,Expiration_Date_December,Expiration_Date_Monday,Expiration_Date_Tuesday,Expiration_Date_Wednesday,Expiration_Date_Thursday,Expiration_Date_Friday,Expiration_Date_Saturday,Expiration_Date_Sunday,Quantity_Sold_liters_kg,Price_per_Unit_sold,Approx_Total_Revenue_INR,Customer_Location,Customer_Location_Madhya_Pradesh,Customer_Location_Kerala,Customer_Location_Rajasthan,Customer_Location_Jharkhand,Customer_Location_Gujarat,Customer_Location_Karnataka,Customer_Location_Haryana,Customer_Location_Tamil_Nadu,Customer_Location_West_Bengal,Customer_Location_Telangana,Customer_Location_Chandigarh,Customer_Location_Maharashtra,Customer_Location_Delhi,Customer_Location_Bihar,Customer_Location_Uttar_Pradesh,Sales_Channel,Sales_Channel_Wholesale,Sales_Channel_Online,Sales_Channel_Retail,Quantity_in_Stock_liters_kg,Minimum_Stock_Threshold_liters_kg,Reorder_Quantity_liters_kg
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,521.99,17,Medium,True,False,False,2022-06-12,738318,2022,6,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,9,Paneer,False,False,False,False,False,False,True,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,417.44,23.8,9935.072,10,Refrigerated,False,False,True,False,False,2022-05-20,738295,2022,5,20,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2022-05-30,738305,2022,5,30,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,203,25.54,5184.62,Tamil Nadu,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Retail,False,False,True,214,94.2,147.37
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,82.96,87,Large,False,True,False,2022-11-22,738481,2022,11,22,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,326.74,88.75,28998.175,135,Ambient,False,False,False,False,True,2022-10-21,738449,2022,10,21,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2023-03-05,738584,2023,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,138,86.24,11901.12,Karnataka,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,188,71.04,164.07
Karnataka,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,804.02,80,Small,False,False,True,2019-10-12,737344,2019,10,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9,Paneer,False,False,False,False,False,False,True,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,509.23,61.89,31516.244700000003,14,Refrigerated,False,False,True,False,False,2019-10-09,737341,2019,10,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2019-10-23,737355,2019,10,23,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,373,66.35,24748.55,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,136,19.99,74.29
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,106.87,20,Medium,True,False,False,2022-02-14,738200,2022,2,14,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Palle2patnam,False,False,False,False,False,False,False,False,False,True,False,829.99,19.37,16076.9063,27,Frozen,True,False,False,False,False,2022-01-05,738160,2022,1,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2022-02-01,738187,2022,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,48,21.21,1018.08,Bihar,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Online,False,True,False,781,90.1,55.64
Jharkhand,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,955.76,51,Medium,True,False,False,2020-04-02,737517,2020,4,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,349.63,29.51,10317.5813,7,Refrigerated,False,False,True,False,False,2020-02-20,737475,2020,2,20,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2020-02-27,737482,2020,2,27,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,198,28.49,5641.02,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,151,30.3,124.96
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.18,74,Medium,True,False,False,2019-09-02,737304,2019,9,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,Butter,False,False,False,False,False,False,False,False,False,True,Amul,False,True,False,False,False,False,False,False,False,False,False,226.32,40.04,9061.8528,32,Refrigerated,False,False,True,False,False,2019-08-24,737295,2019,8,24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2019-09-25,737327,2019,9,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,84,38.89,3266.76,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,142,54.05,154.66
Bihar,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,720.03,72,Medium,True,False,False,2022-07-16,738352,2022,7,16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,656.49,18.29,12007.2021,13,Refrigerated,False,False,True,False,False,2022-05-30,738305,2022,5,30,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2022-06-12,738318,2022,6,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,459,19.72,9051.48,Karnataka,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Retail,False,False,True,197,24.85,163.47
Karnataka,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,110.1,47,Large,False,True,False,2022-04-14,738259,2022,4,14,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,537.89,91.92,49442.8488,13,Refrigerated,False,False,True,False,False,2022-03-06,738220,2022,3,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2022-03-19,738233,2022,3,19,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,182,94.75,17244.5,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,355,66.36,30.4
Telangana,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,539.06,93,Large,False,True,False,2020-09-01,737669,2020,9,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Amul,False,True,False,False,False,False,False,False,False,False,False,983.89,45.8,45062.162,27,Refrigerated,False,False,True,False,False,2020-08-03,737640,2020,8,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,2020-08-30,737667,2020,8,30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,495,48.75,24131.25,Karnataka,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,488,26.95,195.32
Tamil Nadu,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,74.81,78,Small,False,False,True,2021-10-06,738069,2021,10,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Passion Cheese,False,False,False,False,False,False,False,True,False,False,False,893.65,59.28,52975.572,37,Refrigerated,False,False,True,False,False,2021-09-01,738034,2021,9,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2021-10-08,738071,2021,10,8,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,631,56.44,35613.64,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Retail,False,False,True,262,78.67,55.75
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,238.86,97,Large,False,True,False,2022-03-05,738219,2022,3,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,838.5,33.46,28056.21,126,Ambient,False,False,False,False,True,2022-01-07,738162,2022,1,7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2022-05-13,738288,2022,5,13,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,332,38.23,12692.36,Telangana,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Retail,False,False,True,506,21.65,119.9
Karnataka,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,985.65,89,Small,False,False,True,2021-07-09,737980,2021,7,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Raj,False,False,False,False,True,False,False,False,False,False,False,210.68,16.06,3383.5208,145,Ambient,False,False,False,False,True,2021-06-22,737963,2021,6,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2021-11-14,738108,2021,11,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,24,14.43,346.32,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,186,41.46,139.08
Rajasthan,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,901.86,18,Medium,True,False,False,2020-04-24,737539,2020,4,24,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,Butter,False,False,False,False,False,False,False,False,False,True,Warana,False,False,False,False,False,False,False,False,True,False,False,403.35,19.94,8042.799000000001,38,Refrigerated,False,False,True,False,False,2020-03-15,737499,2020,3,15,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2020-04-22,737537,2020,4,22,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,183,21.83,3994.89,Delhi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Online,False,True,False,220,68.73,102.13
Delhi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,872.61,26,Large,False,True,False,2021-12-15,738139,2021,12,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Britannia Industries,False,False,True,False,False,False,False,False,False,False,False,395.71,69.12,27351.4752,88,Frozen,True,False,False,False,False,2021-12-11,738135,2021,12,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2022-03-09,738223,2022,3,9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,193,65.84,12707.12,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,202,93.51,182.08
West Bengal,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,650.8,67,Small,False,False,True,2019-08-27,737298,2019,8,27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,Buttermilk,False,False,False,False,True,False,False,False,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,53.6,23.56,1262.816,7,Refrigerated,False,False,True,False,False,2019-07-06,737246,2019,7,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2019-07-13,737253,2019,7,13,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,30,25.16,754.8,Haryana,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wholesale,True,False,False,23,15.16,158.72
Haryana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,99.35,37,Medium,True,False,False,2022-01-12,738167,2022,1,12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Mother Dairy,False,False,False,True,False,False,False,False,False,False,False,925.96,65.4,60557.78400000001,16,Refrigerated,False,False,True,False,False,2021-11-20,738114,2021,11,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2021-12-06,738130,2021,12,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,397,61.18,24288.46,Gujarat,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,528,23.48,141.63
Uttar Pradesh,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,692.36,80,Medium,True,False,False,2019-06-19,737229,2019,6,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Britannia Industries,False,False,True,False,False,False,False,False,False,False,False,326.65,43.21,14114.5465,70,Refrigerated,False,False,True,False,False,2019-05-19,737198,2019,5,19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2019-07-28,737268,2019,7,28,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,20,45.65,913.0,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,306,77.12,98.19
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10.32,24,Medium,True,False,False,2020-03-27,737511,2020,3,27,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7,Lassi,False,False,False,False,False,False,False,True,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,721.45,33.02,23822.279,17,Refrigerated,False,False,True,False,False,2020-02-23,737478,2020,2,23,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2020-03-11,737495,2020,3,11,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,651,37.04,24113.04,Uttar Pradesh,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Online,False,True,False,70,23.03,20.45
Bihar,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,281.76,70,Small,False,False,True,2020-01-12,737436,2020,1,12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,Paneer,False,False,False,False,False,False,True,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,248.69,87.32,21715.6108,13,Refrigerated,False,False,True,False,False,2019-12-04,737397,2019,12,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2019-12-17,737410,2019,12,17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,36,87.8,3160.8,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Retail,False,False,True,212,77.22,175.94
Uttar Pradesh,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,108.77,33,Large,False,True,False,2019-02-11,737101,2019,2,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Palle2patnam,False,False,False,False,False,False,False,False,False,True,False,663.41,68.75,45609.4375,21,Frozen,True,False,False,False,False,2018-12-19,737047,2018,12,19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2019-01-09,737068,2019,1,9,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,114,72.55,8270.7,Maharashtra,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Online,False,True,False,549,66.49,160.74
Tamil Nadu,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,207.78,63,Small,False,False,True,2021-04-09,737889,2021,4,9,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,Cheese,False,False,False,True,False,False,False,False,False,False,Passion Cheese,False,False,False,False,False,False,False,True,False,False,False,395.78,41.2,16306.136,53,Frozen,True,False,False,False,False,2021-04-05,737885,2021,4,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2021-05-28,737938,2021,5,28,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,82,44.9,3681.8,Madhya Pradesh,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Retail,False,False,True,313,69.83,61.26
Karnataka,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,231.26,96,Large,False,True,False,2020-04-01,737516,2020,4,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,60.99,83.96,5120.7204,6,Refrigerated,False,False,True,False,False,2020-02-27,737482,2020,2,27,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2020-03-04,737488,2020,3,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,81.7,1634.0,Tamil Nadu,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Wholesale,True,False,False,40,18.29,83.66
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,337.12,11,Large,False,True,False,2021-07-15,737986,2021,7,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6,Curd,False,False,False,False,False,True,False,False,False,False,Raj,False,False,False,False,True,False,False,False,False,False,False,77.12,46.97,3622.3264,5,Refrigerated,False,False,True,False,False,2021-06-23,737964,2021,6,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2021-06-28,737969,2021,6,28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,26,49.18,1278.68,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Wholesale,True,False,False,51,68.81,54.23
Gujarat,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,707.52,24,Medium,True,False,False,2020-04-21,737536,2020,4,21,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Sudha,False,False,False,False,False,False,True,False,False,False,False,186.77,59.73,11155.7721,74,Ambient,False,False,False,False,True,2020-03-16,737500,2020,3,16,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2020-05-29,737574,2020,5,29,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,185,57.12,10567.2,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Wholesale,True,False,False,1,25.51,62.61
West Bengal,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,424.41,84,Medium,True,False,False,2021-09-01,738034,2021,9,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10,Ghee,False,False,False,False,False,False,False,False,True,False,Amul,False,True,False,False,False,False,False,False,False,False,False,84.83,38.38,3255.7754,126,Ambient,False,False,False,False,True,2021-07-19,737990,2021,7,19,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2021-11-22,738116,2021,11,22,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,40,35.5,1420.0,Haryana,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Retail,False,False,True,44,81.18,135.9
Karnataka,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,336.36,100,Large,False,True,False,2019-10-23,737355,2019,10,23,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Butter,False,False,False,False,False,False,False,False,False,True,Parag Milk Foods,False,False,False,False,False,False,False,False,False,False,True,726.93,88.62,64420.5366,35,Refrigerated,False,False,True,False,False,2019-08-31,737302,2019,8,31,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2019-10-05,737337,2019,10,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,284,90.86,25804.24,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Wholesale,True,False,False,442,19.79,116.7
Rajasthan,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,158.15,78,Medium,True,False,False,2021-07-06,737977,2021,7,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5,Ice Cream,True,False,False,False,False,False,False,False,False,False,Dodla Dairy,True,False,False,False,False,False,False,False,False,False,False,658.95,39.95,26325.052500000005,21,Frozen,True,False,False,False,False,2021-05-24,737934,2021,5,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2021-06-14,737955,2021,6,14,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,331,35.7,11816.7,Rajasthan,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Online,False,True,False,327,92.74,91.5
Rajasthan,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,356.71,84,Small,False,False,True,2021-06-27,737968,2021,6,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3,Cheese,False,False,False,True,False,False,False,False,False,False,Britannia Industries,False,False,True,False,False,False,False,False,False,False,False,243.79,35.04,8542.4016,39,Refrigerated,False,False,True,False,False,2021-06-13,737954,2021,6,13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2021-07-22,737993,2021,7,22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,13,37.59,488.67,West Bengal,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Online,False,True,False,230,75.15,118.12
Chandigarh,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,515.04,87,Large,False,True,False,2019-06-23,737233,2019,6,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,Yogurt,False,False,True,False,False,False,False,False,False,False,Dodla Dairy,True,False,False,False,False,False,False,False,False,False,False,875.97,49.79,43614.5463,22,Frozen,True,False,False,False,False,2019-06-03,737213,2019,6,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2019-06-25,737235,2019,6,25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,713,47.52,33881.76,Maharashtra,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Retail,False,False,True,162,53.72,126.61
Madhya Pradesh,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,911.37,49,Small,False,False,True,2019-11-24,737387,2019,11,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,Butter,False,False,False,False,False,False,False,False,False,True,Parag Milk Foods,False,False,False,False,False,False,False,False,False,False,True,546.72,13.18,7205.7696,26,Frozen,True,False,False,False,False,2019-10-06,737338,2019,10,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2019-11-01,737364,2019,11,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,141,15.51,2186.91,Chandigarh,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Retail,False,False,True,405,51.21,174.63
